"","header","cite","chamber_senate","judges_names","judge1","judge2","judge3","link_decision"
"1623","Beschluss vom 26. März 2014 - 1 BvR 3185/09","BVerfG, Beschluss der 3. Kammer des Ersten Senats vom 26. März 2014 
- 1 BvR 3185/09 -, Rn. (1-42),http://www.bverfg.de/e/rk20140326_1bvr318509.html","hat die 3. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Vizepräsidenten Kirchhof, den Richter Masing und die Richterin Baer","den Vizepräsidenten Kirchhof,","den Richter Masing","und die Richterin Baer","http://www.bverfg.de/e/rk20140326_1bvr318509.html"
"1624","Beschluss vom 26. März 2014 - 1 BvR 2415/13","BVerfG, Beschluss der 3. Kammer des Ersten Senats vom 26. März 2014 
- 1 BvR 2415/13 -, Rn. (1-18),http://www.bverfg.de/e/rk20140326_1bvr241513.html","
                                 hat die 3. Kammer des Ersten Senats des Bundesverfassungsgerichts durch 
                             ","den Vizepräsidenten Kirchhof,  den Richter Masing  und die Richterin Baer ","den Vizepräsidenten Kirchhof, ","den Richter Masing ","und die Richterin Baer ","http://www.bverfg.de/e/rk20140326_1bvr241513.html"
"1625","Beschluss vom 26. März 2014 - 1 BvR 1133/12","BVerfG, Beschluss der 3. Kammer des Ersten Senats vom 26. März 2014 
- 1 BvR 1133/12 -, Rn. (1-27),http://www.bverfg.de/e/rk20140326_1bvr113312.html","hat die 3. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Vizepräsidenten Kirchhof, den Richter Masing und die Richterin Baer","den Vizepräsidenten Kirchhof,","den Richter Masing","und die Richterin Baer","http://www.bverfg.de/e/rk20140326_1bvr113312.html"
"1626","Urteil vom 25. März 2014 - 1 BvF 1/11","BVerfG, Urteil des Ersten Senats vom 25. März 2014 
- 1 BvF 1/11 -, Rn. (1-135),http://www.bverfg.de/e/fs20140325_1bvf000111.html","hat das Bundesverfassungsgericht - Erster
      Senat - unter Mitwirkung der Richterinnen und Richter ","Vizepräsident Kirchhof, Gaier, Eichberger, Schluckebier, Masing, Paulus, Baer, Britz","Vizepräsident Kirchhof,","Gaier,","Eichberger,","http://www.bverfg.de/e/fs20140325_1bvf000111.html"
"1627","Beschluss vom 24. März 2014 - 1 BvR 734/14","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 24. März 2014 
- 1 BvR 734/14 -, Rn. (1-6),http://www.bverfg.de/e/rk20140324_1bvr073414.html","hat die 1. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Vizepräsidenten Kirchhof, den Richter Eichberger und die Richterin Britz","den Vizepräsidenten Kirchhof,","den Richter Eichberger","und die Richterin Britz","http://www.bverfg.de/e/rk20140324_1bvr073414.html"
"1628","Beschluss vom 24. März 2014 - 1 BvR 160/14","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 24. März 2014 
- 1 BvR 160/14 -, Rn. (1-56),http://www.bverfg.de/e/rk20140324_1bvr016014.html","hat die 1. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Vizepräsidenten Kirchhof, den Richter Eichberger und die Richterin Britz","den Vizepräsidenten Kirchhof,","den Richter Eichberger","und die Richterin Britz","http://www.bverfg.de/e/rk20140324_1bvr016014.html"
"1629","Beschluss vom 24. März 2014 - 1 BvQ 9/14","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 24. März 2014 
- 1 BvQ 9/14 -, Rn. (1-4),http://www.bverfg.de/e/qk20140324_1bvq000914.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","die Richter Gaier, Schluckebier, Paulus","die Richter Gaier,","Schluckebier,","Paulus","http://www.bverfg.de/e/qk20140324_1bvq000914.html"
"1630","Beschluss vom 19. März 2014 - 1 BvR 1417/10","BVerfG, Beschluss des Ersten Senats vom 19. März 2014 
- 1 BvR 1417/10 -, Rn. (1-30),http://www.bverfg.de/e/rk20140319_1bvr141710.html","
                                 hat die 3. Kammer des Ersten Senats des Bundesverfassungsgerichts durch 
                             ","den Vizepräsidenten Kirchhof,  den Richter Masing  und die Richterin Baer ","den Vizepräsidenten Kirchhof, ","den Richter Masing ","und die Richterin Baer ","http://www.bverfg.de/e/rk20140319_1bvr141710.html"
"1631","Beschluss vom 19. März 2014 - 1 BvR 2169/13","BVerfG, Beschluss der 3. Kammer des Ersten Senats vom 19. März 2014 
- 1 BvR 2169/13 -, Rn. (1-13),http://www.bverfg.de/e/rk20140319_1bvr218213.html","
                                 hat die 3. Kammer des Ersten Senats des Bundesverfassungsgerichts durch 
                             ","den Vizepräsidenten Kirchhof,  den Richter Masing  und die Richterin Baer ","den Vizepräsidenten Kirchhof, ","den Richter Masing ","und die Richterin Baer ","http://www.bverfg.de/e/rk20140319_1bvr218213.html"
"1632","Beschluss vom 19. März 2014 - 2 BvE 7/12","BVerfG, Beschluss des Zweiten Senats vom 19. März 2014 
- 2 BvE 7/12 -, Rn. (1-24),http://www.bverfg.de/e/es20140319_2bve000712.html","
                                 hat das Bundesverfassungsgericht - Zweiter Senat - 
                              
                                 unter Mitwirkung der Richterinnen und Richter 
                             ","Präsident Voßkuhle,  Lübbe-Wolff,  Gerhardt,  Landau,  Huber,  Hermanns,  Müller,  Kessal-Wulf ","Präsident Voßkuhle, ","Lübbe-Wolff, ","Gerhardt, ","http://www.bverfg.de/e/es20140319_2bve000712.html"
"1633","Urteil vom 18. März 2014 - 2 BvR 1390/12","BVerfG, Urteil des Zweiten Senats vom 18. März 2014 
- 2 BvR 1390/12 -, Rn. (1-245),http://www.bverfg.de/e/rs20140318_2bvr139012.html","hat das Bundesverfassungsgericht - Zweiter
      Senat - unter Mitwirkung der Richterinnen und Richter ","Präsident Voßkuhle, Lübbe-Wolff, Gerhardt, Landau, Huber, Hermanns, Müller, Kessal-Wulf","Präsident Voßkuhle,","Lübbe-Wolff,","Gerhardt,","http://www.bverfg.de/e/rs20140318_2bvr139012.html"
"1634","Beschluss vom 17. März 2014 - 2 BvR 736/13","BVerfG, Beschluss der 1. Kammer des Zweiten Senats vom 17. März 2014 
- 2 BvR 736/13 -, Rn. (1-34),http://www.bverfg.de/e/rk20140317_2bvr073613.html","
                                 hat die 1. Kammer des Zweiten Senats des Bundesverfassungsgerichts durch 
                             ","den Präsidenten Voßkuhle  und die Richter Gerhardt,  Huber ","den Präsidenten Voßkuhle ","und die Richter Gerhardt, ","Huber ","http://www.bverfg.de/e/rk20140317_2bvr073613.html"
"1635","Beschluss vom 17. März 2014 - 1 BvR 3614/13","BVerfG, Beschluss des Ersten Senats vom 17. März 2014 
- 1 BvR 3614/13 -, Rn. (1-8),http://www.bverfg.de/e/rk20140317_1bvr361413.html","hat die 3. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Vizepräsidenten Kirchhof, den Richter Masing und die Richterin Baer","den Vizepräsidenten Kirchhof,","den Richter Masing","und die Richterin Baer","http://www.bverfg.de/e/rk20140317_1bvr361413.html"
"1636","Beschluss vom 17. März 2014 - 1 BvR 2695/13","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 17. März 2014 
- 1 BvR 2695/13 -, Rn. (1-42),http://www.bverfg.de/e/rk20140317_1bvr269513.html","hat die 1. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Vizepräsidenten Kirchhof, den Richter Eichberger und die Richterin Britz","den Vizepräsidenten Kirchhof,","den Richter Eichberger","und die Richterin Britz","http://www.bverfg.de/e/rk20140317_1bvr269513.html"
"1637","Beschluss vom 13. März 2014 - 2 BvR 974/12","BVerfG, Beschluss der 2. Kammer des Zweiten Senats vom 13. März 2014 
- 2 BvR 974/12 -, Rn. (1-31),http://www.bverfg.de/e/rk20140313_2bvr097412.html","hat die 2. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","den Richter Gerhardt, die Richterin Hermanns und den Richter Müller","den Richter Gerhardt,","die Richterin Hermanns","und den Richter Müller","http://www.bverfg.de/e/rk20140313_2bvr097412.html"
"1638","Beschluss vom 13. März 2014 - 1 BvR 3570/13","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 13. März 2014 
- 1 BvR 3570/13 -, Rn. (1-15),http://www.bverfg.de/e/rk20140313_1bvr357013.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","die Richter Gaier, Schluckebier, Paulus","die Richter Gaier,","Schluckebier,","Paulus","http://www.bverfg.de/e/rk20140313_1bvr357013.html"
"1639","Beschluss vom 12. März 2014 - 2 BvE 1/14","BVerfG, Beschluss des Zweiten Senats vom 12. März 2014 
- 2 BvE 1/14 -, Rn. (1-13),http://www.bverfg.de/e/es20140312_2bve000114.html","
                                 hat das Bundesverfassungsgericht - Zweiter Senat - 
                              
                                 unter Mitwirkung der Richterinnen und Richter 
                             ","Präsident Voßkuhle,  Lübbe-Wolff,  Gerhardt,  Huber,  Hermanns,  Müller,  Kessal-Wulf ","Präsident Voßkuhle, ","Lübbe-Wolff, ","Gerhardt, ","http://www.bverfg.de/e/es20140312_2bve000114.html"
"1640","Beschluss vom 10. März 2014 - 1 BvR 1104/11","BVerfG, Beschluss der 3. Kammer des Ersten Senats vom 10. März 2014 
- 1 BvR 1104/11 -, Rn. (1-25),http://www.bverfg.de/e/rk20140310_1bvr110411.html","hat die 3. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Vizepräsidenten Kirchhof, den Richter Masing und die Richterin Baer","den Vizepräsidenten Kirchhof,","den Richter Masing","und die Richterin Baer","http://www.bverfg.de/e/rk20140310_1bvr110411.html"
"1641","Beschluss vom 10. März 2014 - 1 BvR 377/13","BVerfG, Beschluss der 3. Kammer des Ersten Senats vom 10. März 2014 
- 1 BvR 377/13 -, Rn. (1-27),http://www.bverfg.de/e/rk20140310_1bvr037713.html","hat die 3. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Vizepräsidenten Kirchhof, den Richter Masing und die Richterin Baer","den Vizepräsidenten Kirchhof,","den Richter Masing","und die Richterin Baer","http://www.bverfg.de/e/rk20140310_1bvr037713.html"
"1642","Beschluss vom 06. März 2014 - 1 BvR 3541/13","BVerfG, Beschluss der 3. Kammer des Ersten Senats vom 06. März 2014 
- 1 BvR 3541/13 -, Rn. (1-37),http://www.bverfg.de/e/rk20140306_1bvr354113.html","hat die 3. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Vizepräsidenten Kirchhof, den Richter Masing und die Richterin Baer","den Vizepräsidenten Kirchhof,","den Richter Masing","und die Richterin Baer","http://www.bverfg.de/e/rk20140306_1bvr354113.html"
"1643","Beschluss vom 06. März 2014 - 1 BvR 244/14","BVerfG, Beschluss der 3. Kammer des Ersten Senats vom 06. März 2014 
- 1 BvR 244/14 -, Rn. (1-3),http://www.bverfg.de/e/rk20140306_1bvr024414.html","hat die 3. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Vizepräsidenten Kirchhof, den Richter Masing und die Richterin Baer","den Vizepräsidenten Kirchhof,","den Richter Masing","und die Richterin Baer","http://www.bverfg.de/e/rk20140306_1bvr024414.html"
"1644","Beschluss vom 04. März 2014 - 2 BvL 2/13","BVerfG, Beschluss der 1. Kammer des Zweiten Senats vom 04. März 2014 
- 2 BvL 2/13 -, Rn. (1-18),http://www.bverfg.de/e/lk20140304_2bvl000213.html","hat die 1. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","den Präsidenten Voßkuhle und die Richter Gerhardt, Huber","den Präsidenten Voßkuhle","und die Richter Gerhardt,","Huber","http://www.bverfg.de/e/lk20140304_2bvl000213.html"
"1645","Beschluss vom 03. März 2014 - 1 BvR 3606/13","BVerfG, Beschluss der 3. Kammer des Ersten Senats vom 03. März 2014 
- 1 BvR 3606/13 -, Rn. (1-25),http://www.bverfg.de/e/rk20140303_1bvr360613.html","hat die 3. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Vizepräsidenten Kirchhof, den Richter Masing und die Richterin Baer","den Vizepräsidenten Kirchhof,","den Richter Masing","und die Richterin Baer","http://www.bverfg.de/e/rk20140303_1bvr360613.html"
"1646","Beschluss vom 03. März 2014 - 1 BvR 2534/10","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 03. März 2014 
- 1 BvR 2534/10 -, Rn. (1-53),http://www.bverfg.de/e/rk20140303_1bvr253410.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","die Richter Gaier, Schluckebier, Paulus","die Richter Gaier,","Schluckebier,","Paulus","http://www.bverfg.de/e/rk20140303_1bvr253410.html"
"1647","Beschluss vom 03. März 2014 - 1 BvR 1671/13","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 03. März 2014 
- 1 BvR 1671/13 -, Rn. (1-22),http://www.bverfg.de/e/rk20140303_1bvr167113.html","
                                 hat die 1. Kammer des Ersten Senats des Bundesverfassungsgerichts durch 
                             ","den Vizepräsidenten Kirchhof,  den Richter Eichberger  und die Richterin Britz ","den Vizepräsidenten Kirchhof, ","den Richter Eichberger ","und die Richterin Britz ","http://www.bverfg.de/e/rk20140303_1bvr167113.html"
"1648","Beschluss vom 03. März 2014 - 1 BvR 1128/13","BVerfG, Beschluss der 3. Kammer des Ersten Senats vom 03. März 2014 
- 1 BvR 1128/13 -, Rn. (1-29),http://www.bverfg.de/e/rk20140303_1bvr112813.html","hat die 3. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Vizepräsidenten Kirchhof, den Richter Masing und die Richterin Baer","den Vizepräsidenten Kirchhof,","den Richter Masing","und die Richterin Baer","http://www.bverfg.de/e/rk20140303_1bvr112813.html"
"1649","Beschluss vom 03. März 2014 - 1 BvR 2083/11","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 03. März 2014 
- 1 BvR 2083/11 -, Rn. (1-53),http://www.bverfg.de/e/rk20140303_1bvr208311.html","
                                 hat die 2. Kammer des Ersten Senats des Bundesverfassungsgerichts durch 
                             ","die Richter Gaier,  Schluckebier,  Paulus ","die Richter Gaier, ","Schluckebier, ","Paulus ","http://www.bverfg.de/e/rk20140303_1bvr208311.html"
"1650","Beschluss vom 27. Februar 2014 - 2 BvR 261/14","BVerfG, Beschluss der 3. Kammer des Zweiten Senats vom 27. Februar 2014 
- 2 BvR 261/14 -, Rn. (1-36),http://www.bverfg.de/e/rk20140227_2bvr026114.html","hat die 3. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","die Richterin Lübbe-Wolff, den Richter Landau und die Richterin Kessal-Wulf","die Richterin Lübbe-Wolff,","den Richter Landau","und die Richterin Kessal-Wulf","http://www.bverfg.de/e/rk20140227_2bvr026114.html"
"1651","Urteil vom 26. Februar 2014 - 2 BvE 2/13","BVerfG, Urteil des Zweiten Senats vom 26. Februar 2014 
- 2 BvE 2/13 -, Rn. (1-116),http://www.bverfg.de/e/es20140226_2bve000213.html","hat das Bundesverfassungsgericht - Zweiter
      Senat - unter Mitwirkung der Richterinnen und Richter ","Präsident Voßkuhle, Lübbe-Wolff, Gerhardt, Landau, Huber, Hermanns, Müller, Kessal-Wulf","Präsident Voßkuhle,","Lübbe-Wolff,","Gerhardt,","http://www.bverfg.de/e/es20140226_2bve000213.html"
"1652","Beschluss vom 26. Februar 2014 - 1 BvR 471/10","BVerfG, Beschluss des Ersten Senats vom 26. Februar 2014 
- 1 BvR 471/10 -, Rn. (1-29),http://www.bverfg.de/e/rs20140226_1bvr047110.html","hat das Bundesverfassungsgericht - Erster
      Senat - unter Mitwirkung der Richterinnen und Richter ","Gaier, Eichberger, Schluckebier, Masing, Paulus, Baer, Britz","Gaier,","Eichberger,","Schluckebier,","http://www.bverfg.de/e/rs20140226_1bvr047110.html"
"1653","Beschluss vom 25. Februar 2014 - 2 BvR 2457/13","BVerfG, Beschluss der 2. Kammer des Zweiten Senats vom 25. Februar 2014 
- 2 BvR 2457/13 -, Rn. (1-21),http://www.bverfg.de/e/rk20140225_2bvr245713.html","hat die 2. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","den Richter Gerhardt, die Richterin Hermanns und den Richter Müller","den Richter Gerhardt,","die Richterin Hermanns","und den Richter Müller","http://www.bverfg.de/e/rk20140225_2bvr245713.html"
"1654","Beschluss vom 24. Februar 2014 - 1 BvR 248/14","BVerfG, Beschluss des Ersten Senats vom 24. Februar 2014 
- 1 BvR 248/14 -, Rn. (1-2),http://www.bverfg.de/e/rk20140224_1bvr024814.html","
                                 hat die 3. Kammer des Ersten Senats des Bundesverfassungsgerichts durch 
                             ","den Vizepräsidenten Kirchhof,  den Richter Masing  und die Richterin Baer ","den Vizepräsidenten Kirchhof, ","den Richter Masing ","und die Richterin Baer ","http://www.bverfg.de/e/rk20140224_1bvr024814.html"
"1655","Beschluss vom 24. Februar 2014 - 1 BvL 19/12","BVerfG, Beschluss des Ersten Senats vom 24. Februar 2014 
- 1 BvL 19/12 -, Rn. (1-1),http://www.bverfg.de/e/ls20140224_1bvl001912.html","hat das Bundesverfassungsgericht - Erster
      Senat - unter Mitwirkung der Richterinnen und Richter ","Vizepräsident Kirchhof, Gaier, Eichberger, Schluckebier, Masing, Paulus, Baer, Britz","Vizepräsident Kirchhof,","Gaier,","Eichberger,","http://www.bverfg.de/e/ls20140224_1bvl001912.html"
"1656","Beschluss vom 24. Februar 2014 - 1 BvL 18/12","BVerfG, Beschluss des Ersten Senats vom 24. Februar 2014 
- 1 BvL 18/12 -, Rn. (1-1),http://www.bverfg.de/e/ls20140224_1bvl001812.html","hat das Bundesverfassungsgericht - Erster
      Senat - unter Mitwirkung der Richterinnen und Richter ","Vizepräsident Kirchhof, Gaier, Eichberger, Schluckebier, Masing, Paulus, Baer, Britz","Vizepräsident Kirchhof,","Gaier,","Eichberger,","http://www.bverfg.de/e/ls20140224_1bvl001812.html"
"1657","Beschluss vom 19. Februar 2014 - 1 BvR 1863/13","BVerfG, Beschluss der 3. Kammer des Ersten Senats vom 19. Februar 2014 
- 1 BvR 1863/13 -, Rn. (1-6),http://www.bverfg.de/e/rk20140219_1bvr186313.html","
                                 hat die 3. Kammer des Ersten Senats des Bundesverfassungsgerichts durch 
                             ","den Vizepräsidenten Kirchhof,  den Richter Masing  und die Richterin Baer ","den Vizepräsidenten Kirchhof, ","den Richter Masing ","und die Richterin Baer ","http://www.bverfg.de/e/rk20140219_1bvr186313.html"
"1658","Beschluss vom 17. Februar 2014 - 2 BvR 1795/12","BVerfG, Beschluss der 2. Kammer des Zweiten Senats vom 17. Februar 2014 
- 2 BvR 1795/12 -, Rn. (1-58),http://www.bverfg.de/e/rk20140217_2bvr179512.html","
                                 hat die 2. Kammer des Zweiten Senats des Bundesverfassungsgerichts durch 
                             ","den Richter Gerhardt,  die Richterin Hermanns  und den Richter Müller ","den Richter Gerhardt, ","die Richterin Hermanns ","und den Richter Müller ","http://www.bverfg.de/e/rk20140217_2bvr179512.html"
